,X,id,studentID,groupID,v1label,v1value,v2label,v2value,v3label,v3value,numShapes,matchingScheme,requestedTime,timeUsed,timerDisplay,numErrors,shapesMatched,proximityValue,timestamp,TimeUsedSec,gender
33,486,4490,24601,336S14,Gender,M,#N/A,#N/A,#N/A,#N/A,24,both,0,36477,1,0,24,54,2014-05-05 15:30:26,36.477,1
34,487,4489,7,336S14,Gender,F,#N/A,#N/A,#N/A,#N/A,24,optionColor,0,28347,1,0,24,54,2014-05-05 15:30:22,28.347,0
35,489,4487,chrisgallo,336S14,Gender,M,#N/A,#N/A,#N/A,#N/A,24,diffColor,0,46322,1,0,24,54,2014-05-05 15:30:14,46.322,1
36,491,4485,123456789a,336S14,Gender,F,#N/A,#N/A,#N/A,#N/A,24,both,0,35978,1,0,24,54,2014-05-05 15:30:10,35.978,0
37,492,4484,519955,336S14,Gender,F,#N/A,#N/A,#N/A,#N/A,24,both,0,36128,1,0,24,54,2014-05-05 15:30:04,36.128,0
38,493,4483,qwerty4321,336S14,Gender,M,#N/A,#N/A,#N/A,#N/A,24,both,0,37802,1,0,24,54,2014-05-05 15:30:02,37.802,1
39,494,4482,123456789a,336S14,Gender,F,#N/A,#N/A,#N/A,#N/A,24,optionColor,0,36354,1,0,24,54,2014-05-05 15:29:20,36.354,0
40,495,4481,chrisgallo,336S14,Gender,M,#N/A,#N/A,#N/A,#N/A,24,shape,0,36059,1,0,24,54,2014-05-05 15:29:11,36.059,1
41,347,5126,j776,hj190f14,gender,F,class,Sr,sleep,7,24,shape,0,51116,1,0,24,54,2014-09-03 11:34:15,51.116,0
42,356,5118,123e,hj190f14,Gender,M,Class,S,Sleep,6,24,shape,0,54484,1,1,24,54,2014-09-03 11:33:39,54.484,1
43,361,5108,123e,hj190f14,Gender,M,Class,S,Sleep,6,24,shape,0,62403,1,1,24,54,2014-09-03 11:32:33,62.403,1
44,365,5099,123s,hj190f14,gender,f,class,s,sleep,8,24,shape,0,48580,1,1,24,54,2014-09-03 11:18:14,48.58,0
45,369,5095,123s,hj190f14,gender,fm,class,fsjsr,sleep,8,24,shape,0,42517,1,0,24,54,2014-09-03 11:17:09,42.517,0
46,32,32910,x86145,MA376B1,Gender,M,#N/A,#N/A,#N/A,#N/A,21,diffColor,0,46716,1,0,21,54,2016-09-15 09:28:47,46.716,1
47,33,32909,x86145,MA376B1,Gender,M,#N/A,#N/A,#N/A,#N/A,21,diffColor,0,52439,1,0,21,54,2016-09-15 09:27:45,52.439,1
48,34,32908,x94299,MA376B1,Gender,F,#N/A,#N/A,#N/A,#N/A,21,diffColor,0,55276,1,0,21,54,2016-09-15 09:26:39,55.276,0
49,35,32907,x94299,MA376B1,Gender,F,#N/A,#N/A,#N/A,#N/A,21,diffColor,0,47336,1,3,21,54,2016-09-15 09:23:45,47.336,0
50,36,32906,x86145,MA376B1,Gender,M,#N/A,#N/A,#N/A,#N/A,21,diffColor,0,53019,1,0,21,54,2016-09-15 09:23:09,53.019,1
51,37,32905,x86658,MA376B1,Gender,F,#N/A,#N/A,#N/A,#N/A,21,shape,0,56753,1,0,21,54,2016-09-15 09:22:54,56.753,0
52,38,32904,x86145,MA376B1,Gender,M,#N/A,#N/A,#N/A,#N/A,21,diffColor,0,51381,1,0,21,54,2016-09-15 09:22:03,51.381,1
53,39,32903,x86263,MA376B1,Gender,M,#N/A,#N/A,#N/A,#N/A,21,shape,0,87625,1,1,21,54,2016-09-15 09:11:54,87.625,1
54,40,32902,x85831,MA376B1,Gender,M,#N/A,#N/A,#N/A,#N/A,21,diffColor,0,79997,1,2,21,54,2016-09-15 09:11:52,79.997,1
55,41,32901,x94299,MA376B1,Gender,F,#N/A,#N/A,#N/A,#N/A,21,diffColor,0,49265,1,0,21,54,2016-09-15 09:11:51,49.265,0
56,42,32900,84758,MA376B1,Gender,M,#N/A,#N/A,#N/A,#N/A,21,diffColor,0,64240,1,3,21,54,2016-09-15 09:11:38,64.24,1
57,43,32899,x86667,MA376B1,Gender,F,#N/A,#N/A,#N/A,#N/A,21,shape,0,48791,1,0,21,54,2016-09-15 09:11:37,48.791,0
58,44,32898,x86145,MA376B1,Gender,M,#N/A,#N/A,#N/A,#N/A,21,diffColor,0,63027,1,1,21,54,2016-09-15 09:11:34,63.027,1
59,45,32897,X7589,MA376B1,GENDER,M,#N/A,#N/A,#N/A,#N/A,21,shape,0,65831,1,1,21,54,2016-09-15 09:11:32,65.831,1
60,46,32896,x85988,MA376B1,Gender,M,#N/A,#N/A,#N/A,#N/A,21,shape,0,53265,1,0,21,54,2016-09-15 09:11:31,53.265,1
61,47,32894,x86658,MA376B1,Gender,M,#N/A,#N/A,#N/A,#N/A,21,shape,0,56920,1,2,21,54,2016-09-15 09:11:26,56.92,1
62,48,32895,x86805,MA376B1,Gender,M,#N/A,#N/A,#N/A,#N/A,21,shape,0,57237,1,4,21,54,2016-09-15 09:11:26,57.237,1
63,50,32893,x86357,MA376B1,Gender,M,#N/A,#N/A,#N/A,#N/A,21,diffColor,0,56832,1,2,21,54,2016-09-15 09:11:23,56.832,1
64,51,32890,86151,MA376B1,Gender,F,#N/A,#N/A,#N/A,#N/A,21,diffColor,0,45048,1,0,21,54,2016-09-15 09:11:13,45.048,0
65,52,32891,inst,MA376B1,Gender,M,#N/A,#N/A,#N/A,#N/A,21,diffColor,0,45867,1,1,21,54,2016-09-15 09:11:13,45.867,1
66,53,32889,x86158,MA376B1,Gender,F,#N/A,#N/A,#N/A,#N/A,21,diffColor,0,41561,1,0,21,54,2016-09-15 09:11:09,41.561,0
67,54,32888,x86067,MA376B1,Gender,M,#N/A,#N/A,#N/A,#N/A,21,shape,0,39619,1,1,21,54,2016-09-15 09:11:07,39.619,1
68,18,32927,86192,MA376C1,Gender,M,#N/A,#N/A,#N/A,#N/A,21,diffColor,0,48053,1,0,21,54,2016-09-15 10:22:39,48.053,1
69,19,32926,x86175,MA376C1,Gender,M,#N/A,#N/A,#N/A,#N/A,21,shape,0,40891,1,0,21,54,2016-09-15 10:22:31,40.891,1
70,20,32925,x81518,MA376C1,Gender,M,#N/A,#N/A,#N/A,#N/A,21,diffColor,0,47339,1,0,21,54,2016-09-15 10:22:29,47.339,1
71,21,32924,"inst
x85892",MA376C1,Gender,M,#N/A,#N/A,#N/A,#N/A,21,diffColor,0,34862,1,1,21,54,2016-09-15 10:22:15,34.862,1
72,22,32923,"inst
x86317",MA376C1,Gender,F,#N/A,#N/A,#N/A,#N/A,21,shape,0,35191,1,0,21,54,2016-09-15 10:21:01,35.191,0
73,24,32920,x85821,MA376C1,GENDER,F,#N/A,#N/A,#N/A,#N/A,21,diffColor,0,51561,1,3,21,54,2016-09-15 10:20:10,51.561,0
74,25,32918,x86617,MA376C1,Gender,F,#N/A,#N/A,#N/A,#N/A,21,shape,0,43910,1,3,21,54,2016-09-15 10:20:03,43.91,0
75,26,32917,x85659,MA376C1,GENDER,M,#N/A,#N/A,#N/A,#N/A,21,shape,0,56014,1,0,21,54,2016-09-15 10:20:02,56.014,1
76,27,32916,x87006,MA376C1,Gender,M,#N/A,#N/A,#N/A,#N/A,21,diffColor,0,62722,1,0,21,54,2016-09-15 10:19:56,62.722,1
77,28,32915,inst,MA376C1,Gender,M,#N/A,#N/A,#N/A,#N/A,21,shape,0,34759,1,0,21,54,2016-09-15 10:19:43,34.759,1
78,29,32914,x85267,MA376C1,Gender,Male,#N/A,#N/A,#N/A,#N/A,24,diffColor,0,59826,1,2,24,54,2016-09-15 10:19:05,59.826,1
79,30,32912,x86324,MA376C1,Gender,F,#N/A,#N/A,#N/A,#N/A,21,shape,0,64356,1,0,21,54,2016-09-15 10:18:47,64.356,0
80,1,33015,x87018,MA376I3,Gender,M,#N/A,#N/A,#N/A,#N/A,21,diffColor,0,47975,1,0,21,54,2016-09-16 10:28:43,47.975,1
81,2,33014,x87018,MA376I3,Gender,M,#N/A,#N/A,#N/A,#N/A,21,shape,0,44551,1,0,21,54,2016-09-16 10:27:51,44.551,1
82,4,33009,x86176,MA376I3,Gender,M,#N/A,#N/A,#N/A,#N/A,24,diffColor,0,65131,1,2,24,54,2016-09-16 10:27:03,65.131,1
83,5,33008,X85856,MA376I3,Male,,#N/A,#N/A,#N/A,#N/A,21,diffColor,0,52762,1,0,21,54,2016-09-16 10:27:02,52.762,1
84,8,32999,X85856,MA376I3,Male,,#N/A,#N/A,#N/A,#N/A,21,shape,0,52070,1,0,21,54,2016-09-16 10:25:57,52.07,1
85,9,32998,XXXXX,MA376I3,Gender,F,#N/A,#N/A,#N/A,#N/A,21,diffColor,0,50002,1,1,21,54,2016-09-16 10:25:56,50.002,0
86,10,32996,xxxxx,MA376I3,Gender,M,#N/A,#N/A,#N/A,#N/A,21,diffColor,0,49031,1,2,21,54,2016-09-16 10:25:39,49.031,1
87,11,32992,x86176,MA376I3,Gender,M,#N/A,#N/A,#N/A,#N/A,24,shape,0,47362,1,0,24,54,2016-09-16 10:25:22,47.362,1
88,13,32986,XXXXX,MA376I3,Gender,F,#N/A,#N/A,#N/A,#N/A,21,shape,0,52121,1,0,21,54,2016-09-16 10:24:40,52.121,0
89,14,32987,xxxxx,MA376I3,Gender,M,#N/A,#N/A,#N/A,#N/A,21,shape,0,46966,1,2,21,54,2016-09-16 10:24:40,46.966,1
90,15,32979,xxxxx,MA376I3,Gender,M,#N/A,#N/A,#N/A,#N/A,21,diffColor,0,43218,1,0,21,54,2016-09-16 09:06:29,43.218,1
91,16,32978,xxxxx,MA376I3,Gender,M,#N/A,#N/A,#N/A,#N/A,21,shape,0,40688,1,1,21,54,2016-09-16 09:05:23,40.688,1
92,70,14907,tron5552,MAED550,sex,f,#N/A,#N/A,#N/A,#N/A,24,shape,0,42187,1,2,24,54,2015-08-24 17:30:02,42.187,0
93,71,14906,7580,MAED550,sex,f,#N/A,#N/A,#N/A,#N/A,24,shape,0,39059,1,0,24,54,2015-08-24 17:29:42,39.059,0
94,73,14905,MMATUSZAK,MAED550,SEX,F,#N/A,#N/A,#N/A,#N/A,24,shape,0,45698,1,3,24,54,2015-08-24 17:29:39,45.698,0
95,74,14903,"MAED550
Collene",MAED550,sex,f,#N/A,#N/A,#N/A,#N/A,24,shape,0,42674,1,0,24,54,2015-08-24 17:29:35,42.674,0
96,75,14902,"52
wca",MAED550,sex,m,#N/A,#N/A,#N/A,#N/A,24,shape,0,36066,1,0,24,54,2015-08-24 17:29:32,36.066,1
97,76,14900,czer5675,MAED550,sex,f,#N/A,#N/A,#N/A,#N/A,24,shape,0,34499,1,0,24,54,2015-08-24 17:29:30,34.499,0
98,77,14901,Steve,MAED550,Sex,M,#N/A,#N/A,#N/A,#N/A,24,shape,0,41275,1,4,24,54,2015-08-24 17:29:30,41.275,1
99,78,14899,DYLAN,MAED550,SEX,M,#N/A,#N/A,#N/A,#N/A,24,shape,0,38186,1,2,24,54,2015-08-24 17:29:29,38.186,1
100,79,14898,Ellie,MAED550,sex,f,#N/A,#N/A,#N/A,#N/A,24,shape,0,37022,1,0,24,54,2015-08-24 17:29:28,37.022,0
101,80,14897,Shelby,MAED550,sex,f,#N/A,#N/A,#N/A,#N/A,24,shape,0,44470,1,0,24,54,2015-08-24 17:29:09,44.47,0
102,81,14896,Madison,MAED550,sex,f,#N/A,#N/A,#N/A,#N/A,24,shape,0,40563,1,0,24,54,2015-08-24 17:28:56,40.563,0
103,82,14895,DYLAN,MAED550,SEX,M,#N/A,#N/A,#N/A,#N/A,24,both,0,31315,0,0,24,54,2015-08-24 17:21:23,31.315,1
104,83,14894,Collene,MAED550,sex,f,#N/A,#N/A,#N/A,#N/A,24,both,0,42400,0,0,24,54,2015-08-24 17:21:20,42.4,0
105,85,14891,"52
wca",MAED550,sex,m,#N/A,#N/A,#N/A,#N/A,24,both,0,37175,0,0,24,54,2015-08-24 17:21:01,37.175,1
106,86,14892,Shelby,MAED550,sex,f,#N/A,#N/A,#N/A,#N/A,24,both,0,44599,0,0,24,54,2015-08-24 17:21:01,44.599,0
107,87,14889,MMATUSZAK,MAED550,SEX,F,#N/A,#N/A,#N/A,#N/A,24,both,0,34698,1,0,24,54,2015-08-24 17:21:00,34.698,0
108,88,14890,Steve,MAED550,Sex,M,#N/A,#N/A,#N/A,#N/A,24,both,0,31145,0,1,24,54,2015-08-24 17:21:00,31.145,1
109,89,14888,Ellie,MAED550,sex,f,#N/A,#N/A,#N/A,#N/A,24,both,0,33378,0,0,24,54,2015-08-24 17:20:59,33.378,0
110,90,14887,czer5675,MAED550,sex,f,#N/A,#N/A,#N/A,#N/A,24,both,0,34935,0,0,24,54,2015-08-24 17:20:58,34.935,0
111,91,14885,7580,MAED550,Sex,f,#N/A,#N/A,#N/A,#N/A,24,both,0,33191,0,0,24,54,2015-08-24 17:20:55,33.191,0
112,92,14886,tron5552,MAED550,sex,f,#N/A,#N/A,#N/A,#N/A,24,both,0,30791,0,0,24,54,2015-08-24 17:20:55,30.791,0
113,93,14884,Madison,MAED550,sex,f,#N/A,#N/A,#N/A,#N/A,24,both,0,29280,1,0,24,54,2015-08-24 17:20:51,29.28,0
114,95,14882,Dylan,MAED550,Sex,M,#N/A,#N/A,#N/A,#N/A,24,optionColor,0,47827,0,8,24,54,2015-08-24 17:18:49,47.827,1
115,96,14881,Madison,MAED550,sex,f,#N/A,#N/A,#N/A,#N/A,24,optionColor,0,33424,1,1,24,54,2015-08-24 17:18:46,33.424,0
116,97,14880,MMATUSZAK,MAED550,SEX,F,#N/A,#N/A,#N/A,#N/A,24,optionColor,0,37378,1,0,24,54,2015-08-24 17:18:41,37.378,0
117,99,14879,czer5675,MAED550,sex,f,#N/A,#N/A,#N/A,#N/A,24,optionColor,0,42192,0,1,24,54,2015-08-24 17:18:38,42.192,0
118,100,14877,tron5552,MAED550,sex,f,#N/A,#N/A,#N/A,#N/A,24,optionColor,0,46215,0,3,24,54,2015-08-24 17:18:35,46.215,0
119,101,14876,Steve,MAED550,Sex,M,#N/A,#N/A,#N/A,#N/A,24,optionColor,0,32647,0,1,24,54,2015-08-24 17:18:32,32.647,1
120,102,14875,Shelby,MAED550,sex,f,#N/A,#N/A,#N/A,#N/A,24,optionColor,0,39719,0,0,24,54,2015-08-24 17:18:30,39.719,0
121,103,14874,Ellie,MAED550,sex,f,#N/A,#N/A,#N/A,#N/A,24,optionColor,0,34042,0,0,24,54,2015-08-24 17:18:29,34.042,0
122,104,14873,"52
wca",MAED550,sex,m,#N/A,#N/A,#N/A,#N/A,24,optionColor,0,40455,0,4,24,54,2015-08-24 17:18:27,40.455,1
123,105,14872,7580,MAED550,Sex,f,#N/A,#N/A,#N/A,#N/A,24,optionColor,0,36123,0,0,24,54,2015-08-24 17:18:23,36.123,0
124,107,14870,MMATUSZAK,MAED550,SEX,F,#N/A,#N/A,#N/A,#N/A,24,shape,0,52491,0,2,24,54,2015-08-24 17:12:25,52.491,0
125,108,14869,Collene,MAED550,sex,f,#N/A,#N/A,#N/A,#N/A,24,shape,0,47705,0,2,24,54,2015-08-24 17:12:22,47.705,0
126,109,14868,Shelby,MAED550,sex,f,#N/A,#N/A,#N/A,#N/A,24,shape,0,44692,0,1,24,54,2015-08-24 17:12:20,44.692,0
127,110,14867,7580,MAED550,Sex,f,#N/A,#N/A,#N/A,#N/A,24,shape,0,42803,0,0,24,54,2015-08-24 17:12:17,42.803,0
128,111,14866,czer5675,MAED550,sex,f,#N/A,#N/A,#N/A,#N/A,24,shape,0,41203,0,1,24,54,2015-08-24 17:12:16,41.203,0
129,112,14863,Dylan,MAED550,Sex,m,#N/A,#N/A,#N/A,#N/A,24,shape,0,38525,0,1,24,54,2015-08-24 17:12:15,38.525,1
130,113,14864,Ellie,MAED550,sex,f,#N/A,#N/A,#N/A,#N/A,24,shape,0,42020,0,0,24,54,2015-08-24 17:12:15,42.02,0
131,114,14865,Madison,MAED550,sex,f,#N/A,#N/A,#N/A,#N/A,24,shape,0,40265,0,2,24,54,2015-08-24 17:12:15,40.265,0
132,115,14862,tron5552,MAED550,sex,f,#N/A,#N/A,#N/A,#N/A,24,shape,0,41068,0,1,24,54,2015-08-24 17:12:14,41.068,0
133,116,14861,"52
wca",MAED550,sex,m,#N/A,#N/A,#N/A,#N/A,24,shape,0,37676,0,1,24,54,2015-08-24 17:12:13,37.676,1
134,117,14860,Steve,MAED550,Sex,M,#N/A,#N/A,#N/A,#N/A,24,shape,0,34931,0,0,24,54,2015-08-24 17:12:08,34.931,1
135,488,4488,BigRon,MAT336S14,Gender,M,#N/A,#N/A,#N/A,#N/A,24,diffColor,0,47602,1,0,24,54,2014-05-05 15:30:18,47.602,1
136,496,4480,May5th,MAT336S14,Gender,M,#N/A,#N/A,#N/A,#N/A,24,shape,0,50088,1,2,24,54,2014-05-05 15:28:00,50.088,1
137,498,4478,octopus,MAT336S14,Gender,F,#N/A,#N/A,#N/A,#N/A,24,both,0,37919,1,1,24,54,2014-05-05 15:26:14,37.919,0
138,499,4477,"IamnotAmy
ImnotChris",MAT336S14,Gender,M,#N/A,#N/A,#N/A,#N/A,24,both,0,37342,1,0,24,54,2014-05-05 15:26:07,37.342,1
139,500,4476,maomao,MAT336S14,Gender,F,#N/A,#N/A,#N/A,#N/A,24,shape,0,51445,1,1,24,54,2014-05-05 15:25:55,51.445,0
140,501,4475,pslough,MAT336S14,Gender,M,#N/A,#N/A,#N/A,#N/A,24,both,0,36514,1,0,24,54,2014-05-05 15:25:34,36.514,1
141,502,4474,octopus,MAT336S14,Gender,F,#N/A,#N/A,#N/A,#N/A,24,optionColor,0,33327,1,1,24,54,2014-05-05 15:25:28,33.327,0
142,504,4472,"IamnotAmy
ImnotChris",MAT336S14,Gender,M,#N/A,#N/A,#N/A,#N/A,24,shape,0,59068,1,9,24,54,2014-05-05 15:25:23,59.068,1
143,505,4471,maomao,MAT336S14,Gender,F,#N/A,#N/A,#N/A,#N/A,24,shape,0,42961,1,0,24,54,2014-05-05 15:25:01,42.961,0
144,506,4470,pslough,MAT336S14,Gender,M,#N/A,#N/A,#N/A,#N/A,24,optionColor,0,39763,1,0,24,54,2014-05-05 15:24:53,39.763,1
145,507,4469,octopus,MAT336S14,Gender,F,#N/A,#N/A,#N/A,#N/A,24,diffColor,0,42423,1,0,24,54,2014-05-05 15:24:49,42.423,0
146,508,4468,4668,MAT336S14,Gender,M,#N/A,#N/A,#N/A,#N/A,24,shape,0,54947,1,0,24,54,2014-05-05 15:24:31,54.947,1
147,509,4467,felix,MAT336S14,Gender,M,#N/A,#N/A,#N/A,#N/A,24,optionColor,0,48401,1,5,24,54,2014-05-05 15:24:25,48.401,1
148,510,4466,maomao,MAT336S14,Gender,F,#N/A,#N/A,#N/A,#N/A,24,shape,0,53242,1,3,24,54,2014-05-05 15:24:16,53.242,0
149,511,4465,pslough,MAT336S14,Gender,M,#N/A,#N/A,#N/A,#N/A,24,diffColor,0,42640,1,0,24,54,2014-05-05 15:24:07,42.64,1
150,512,4464,7,MAT336S14,Gender,F,#N/A,#N/A,#N/A,#N/A,24,optionColor,0,32952,1,0,24,54,2014-05-05 15:24:06,32.952,0
151,514,4461,qwerty1234,MAT336S14,Gender,M,#N/A,#N/A,#N/A,#N/A,15,optionColor,0,34569,1,0,15,3,2014-05-05 15:23:47,34.569,1
152,515,4460,"IamnotAmy
ImnotChris",MAT336S14,Gender,M,#N/A,#N/A,#N/A,#N/A,24,diffColor,0,48330,1,0,24,54,2014-05-05 15:23:37,48.33,1
153,516,4459,octopus,MAT336S14,Gender,F,#N/A,#N/A,#N/A,#N/A,24,shape,0,53014,1,4,24,54,2014-05-05 15:23:35,53.014,0
154,517,4458,felix,MAT336S14,Gender,M,#N/A,#N/A,#N/A,#N/A,24,shape,0,50905,1,2,24,54,2014-05-05 15:23:25,50.905,1
155,518,4457,4668,MAT336S14,Gender,M,#N/A,#N/A,#N/A,#N/A,24,optionColor,0,48847,1,2,24,54,2014-05-05 15:23:23,48.847,1
156,519,4456,7,MAT336S14,Gender,F,#N/A,#N/A,#N/A,#N/A,24,diffColor,0,52469,1,2,24,54,2014-05-05 15:23:22,52.469,0
157,520,4455,maomao,MAT336S14,Gender,F,#N/A,#N/A,#N/A,#N/A,24,shape,0,49887,1,2,24,54,2014-05-05 15:23:19,49.887,0
158,522,4452,qwerty1234,MAT336S14,Gender,M,#N/A,#N/A,#N/A,#N/A,21,diffColor,0,52497,1,0,21,107,2014-05-05 15:22:49,52.497,1
159,523,4451,7,MAT336S14,Gender,F,#N/A,#N/A,#N/A,#N/A,24,both,0,31510,1,0,24,54,2014-05-05 15:22:26,31.51,0
160,524,4450,4668,MAT336S14,Gender,M,#N/A,#N/A,#N/A,#N/A,24,both,0,45706,1,0,24,54,2014-05-05 15:22:24,45.706,1
161,525,4449,123456789a,MAT336S14,Gender,F,#N/A,#N/A,#N/A,#N/A,24,shape,0,42412,1,0,24,54,2014-05-05 15:22:22,42.412,0
162,526,4448,felix,MAT336S14,Gender,M,#N/A,#N/A,#N/A,#N/A,24,both,0,57036,1,1,24,54,2014-05-05 15:22:21,57.036,1
163,527,4447,"IamnotAmy
ImnotChris",MAT336S14,Gender,M,#N/A,#N/A,#N/A,#N/A,24,optionColor,0,43744,1,0,24,54,2014-05-05 15:22:20,43.744,1
164,528,4446,maomao,MAT336S14,Gender,F,#N/A,#N/A,#N/A,#N/A,24,shape,0,71454,1,4,24,54,2014-05-05 15:22:11,71.454,0
165,529,4444,qwerty1234,MAT336S14,Gender,M,#N/A,#N/A,#N/A,#N/A,18,both,0,30169,1,0,18,15,2014-05-05 15:21:36,30.169,1
166,531,4442,123456789a,MAT336S14,Gender,F,#N/A,#N/A,#N/A,#N/A,24,optionColor,0,36577,1,0,24,54,2014-05-05 15:21:27,36.577,0
167,532,4441,7,MAT336S14,Gender,F,#N/A,#N/A,#N/A,#N/A,24,shape,0,46390,1,2,24,54,2014-05-05 15:21:26,46.39,0
168,533,4440,4668,MAT336S14,Gender,M,#N/A,#N/A,#N/A,#N/A,24,diffColor,0,61397,1,1,24,54,2014-05-05 15:21:15,61.397,1
169,534,4439,felix,MAT336S14,Gender,M,#N/A,#N/A,#N/A,#N/A,24,diffColor,0,56943,1,2,24,54,2014-05-05 15:21:13,56.943,1
170,535,4438,pslough,MAT336S14,Gender,M,#N/A,#N/A,#N/A,#N/A,24,shape,0,39306,1,0,24,54,2014-05-05 15:21:06,39.306,1
171,536,4436,123456789a,MAT336S14,Gender,F,#N/A,#N/A,#N/A,#N/A,24,both,0,42358,1,0,24,54,2014-05-05 15:20:40,42.358,0
